Ntrain	Dimsum2	SP2	Dimsum5	SP5	Dimsum10	SP10	Dimsum15	SP15	Dimsum20	SP20	Dimsum25	SP25	Smooth2	Smooth5	Smooth10	Smooth15	Smooth20	Smooth25
146	2.940326897	0	3.101049797	0	2.949488666	0	3.861223303	0.0112	3.271315346	0.0044	3.359610504	0	6.66667E-05	0.000266667	0.0005	0.0052	0.001633333	0.001066667
147	2.933463623	0	3.112688801	0	3.176358821	0.3816	3.86412071	0.0004	3.265294507	0.0004	3.369117593	0	6.66667E-05	0.000233333	0.0639	0.005266667	0.001633333	0.001066667
148	2.924862088	0.0006	3.098106946	0	3.176417374	0	3.858518335	0.0002	3.284058258	0.0018	3.380263977	0.0004	0.000166667	0.0002	0.063833333	0.005266667	0.001666667	0.001133333
149	2.923330178	0	3.095771597	0	3.176498045	0	3.864041903	0.0008	3.255060757	0.0004	3.386235331	0.0006	0.000166667	0.0002	0.063766667	0.005366667	0.001433333	0.0012
150	2.919763842	0.0002	3.087642107	0.0002	3.282717619	0.0022	3.829797345	0	3.240772518	0.0004	3.39170758	0.0002	0.000166667	3.33333E-05	0.064066667	0.0021	0.001466667	0.0012
151	2.918685017	0	3.075067699	0	3.280588429	0	3.826993719	0.0034	3.242976268	0	3.400240982	0.0004	0.000133333	3.33333E-05	0.063966667	0.002666667	0.001233333	0.000266667
152	2.917043933	0	3.051653305	0.002	3.289249433	0	3.830870722	0.0004	3.293968738	0.007	3.328911344	0.033	0.000133333	0.000366667	0.063966667	0.000866667	0.001666667	0.005766667
153	2.916640776	0	3.051362571	0	3.28932944	0	3.829306523	0	3.303735614	0.0004	3.331098328	0	0.000133333	0.000366667	0.000366667	0.0008	0.001666667	0.005766667
154	2.916460963	0	3.059045475	0.0002	3.270647601	0.0004	3.823017372	0	3.292383211	0.0006	3.332133488	0.0002	3.33333E-05	0.0004	0.000433333	0.000766667	0.001466667	0.005733333
155	2.912547059	0	3.066926876	0.0016	3.275009406	0.0002	3.80892917	0.0002	3.320973667	0.0002	3.336411588	0	3.33333E-05	0.000666667	0.000466667	0.000666667	0.001433333	0.005633333
156	2.931974755	0	3.073046931	0	3.285210376	0	3.809102356	0	3.310824179	0.0004	3.323791309	0.0004	0	0.000633333	0.0001	0.000666667	0.001433333	0.005666667
157	2.968526928	0	3.061876161	0.1054	3.286001917	0	3.80504391	0.0002	3.287065044	0.004	3.286646122	0.0002	0	0.0182	0.0001	0.000133333	0.0021	0.005633333
158	2.967764962	0	3.061329328	0	3.287137985	0	3.856326763	0.0048	3.275011394	0.0004	3.367333891	0.019	0	0.017866667	0.0001	0.000866667	0.001	0.0033
159	2.966964234	0	3.062003192	0	3.289438969	0	3.842513193	0.0076	3.278080974	0	3.36148968	0	0	0.017866667	0.0001	0.002133333	0.000933333	0.0033
160	2.971913068	0	3.067302734	0.0002	3.294952132	0	3.844658399	0	3.257199764	0.0008	3.374687036	0.0004	0	0.017866667	3.33333E-05	0.002133333	0.000966667	0.003333333
161	2.971650072	0	3.065556874	0	3.324815906	0.0092	3.848625077	0	3.257050018	0	3.386387924	0	0	0.0176	0.001533333	0.0021	0.000933333	0.003333333
162	2.971242959	0	3.072979752	0	3.363435055	0.0002	3.883080487	0.0004	3.250307169	0.0002	3.395613682	0	0	0.0176	0.001566667	0.002166667	0.0009	0.003266667
163	2.966984644	0.0002	3.06832876	0	3.371399224	0	3.864318126	0.022	3.246487133	0	3.396709926	0	3.33333E-05	3.33333E-05	0.001566667	0.0058	0.000233333	0.003233333
164	2.966263614	0	3.067879423	0	3.372398034	0	3.908150748	0.0002	3.274980696	0.0008	3.394857112	0	3.33333E-05	3.33333E-05	0.001566667	0.005033333	0.0003	6.66667E-05
165	2.97247842	0.0002	3.063840527	0	3.376803969	0	3.913781118	0	3.275836775	0	3.386692874	0.0004	6.66667E-05	3.33333E-05	0.001566667	0.003766667	0.0003	0.000133333
166	2.971975591	0	3.058303325	0	3.377615654	0	3.893720874	0	3.252232761	0.0016	3.387044631	0.0002	6.66667E-05	0	0.001566667	0.003766667	0.000433333	0.0001
167	2.971665114	0	3.062110255	0.0002	3.377051053	0	3.901807657	0.0002	3.226826393	0.001	3.376335115	0.0004	6.66667E-05	3.33333E-05	3.33333E-05	0.0038	0.0006	0.000166667
168	2.971045291	0.0002	3.060369922	0.0002	3.376874463	0	3.910541357	0.0002	3.215968374	0.1164	3.376002535	0.0002	0.0001	6.66667E-05	0	0.003766667	0.019966667	0.0002
169	2.970545382	0	3.06282184	0	3.382124279	0	3.913323283	0	3.278930149	0.0112	3.355838002	0.017	6.66667E-05	6.66667E-05	0	0.0001	0.021833333	0.003033333
170	2.970674809	0	3.050039246	0.0004	3.33040389	0.0416	3.911425014	0.0012	3.278075581	0.0004	3.363691346	0.0012	6.66667E-05	0.000133333	0.006933333	0.000266667	0.021766667	0.003233333
171	2.970065911	0	3.049932174	0	3.32365341	0.0002	3.915931923	0.0006	3.226220677	0.0046	3.377229311	0	3.33333E-05	0.000133333	0.006966667	0.000366667	0.022533333	0.003166667
172	2.946998319	0	3.050179016	0	3.310388879	0	3.915647296	0.0002	3.197676291	0.0006	3.376860574	0	3.33333E-05	0.000133333	0.006966667	0.0004	0.022366667	0.003133333
173	2.946328649	0	3.049854196	0.0002	3.294877331	0.0004	3.916951822	0.0004	3.165925689	0.0004	3.381680022	0	3.33333E-05	0.000133333	0.007033333	0.000433333	0.022266667	0.003066667
174	2.945813215	0	3.048693983	0.0002	3.287738299	0	3.918823005	0.0004	3.134708437	0.0014	3.366041043	0.0002	0	0.000133333	0.007033333	0.000466667	0.0031	0.003066667
175	2.945046486	0	3.055065644	0.0002	3.288973697	0.0004	3.911739667	0.0002	3.091326245	0.006	3.390382121	0.0004	0	0.000166667	0.0071	0.0005	0.002233333	0.0003
176	2.944698999	0	3.044918272	0.0004	3.287381407	0.0002	3.911268844	0	3.097634456	0	3.408897595	0.0004	0	0.000166667	0.0002	0.0003	0.002166667	0.000166667
177	2.716758096	0.075	3.044815702	0	3.265240337	0.0134	3.910010152	0	3.126563093	0.0018	3.410065527	0	0.0125	0.000166667	0.0024	0.0002	0.0017	0.000166667
178	2.716836022	0	3.058572903	0	3.265050994	0	3.915762645	0.0004	3.125424075	0.0004	3.409287508	0	0.0125	0.000166667	0.0024	0.000233333	0.001666667	0.000166667
179	2.670375012	0	3.056026391	0.0002	3.247097151	0.0012	3.924192618	0.0012	3.148481715	0.0008	3.408150082	0	0.0125	0.000166667	0.002533333	0.000366667	0.001733333	0.000166667
180	2.686158685	0.0002	3.056763216	0.0004	3.291923484	0.0002	3.917342266	0.0002	3.142721745	0.0002	3.408195939	0.0006	0.012533333	0.0002	0.002566667	0.000333333	0.001533333	0.000233333
181	2.645938936	0	3.057526561	0	3.294053997	0	3.917139705	0.0002	3.134777152	0.0002	3.421585969	0	0.012533333	0.000166667	0.0025	0.000333333	0.000566667	0.000166667
182	2.670065542	0	3.060390572	0	3.293609398	0	3.9553728	0.0006	3.133005031	0	3.474849144	0.0738	0.012533333	0.0001	0.002466667	0.000433333	0.000566667	0.0124
183	2.533532238	0	3.06142768	0	3.278035408	0.0006	3.955111107	0	3.149903169	0.0004	3.441655145	0.0036	3.33333E-05	0.0001	0.000333333	0.000433333	0.000333333	0.013
184	2.3888479	0.061	3.059102073	0	3.279187382	0.0008	3.953224435	0	3.111587273	0.0056	3.453047941	0	0.0102	0.0001	0.000466667	0.000366667	0.0012	0.013
185	2.387869309	0	3.144464075	0.3054	3.283049141	0	3.956193883	0.0002	3.131755692	0.0036	3.455744939	0.0002	0.0102	0.050966667	0.000266667	0.0002	0.001666667	0.013033333
186	2.387613633	0	3.146939409	0.0002	3.282343092	0.0002	3.935459342	0.0002	3.121694827	0	3.488838062	0.0062	0.010166667	0.050933333	0.000266667	0.0002	0.001633333	0.013966667
187	2.394086737	0.0812	3.151600114	0.0002	3.288968408	0.0002	3.965130213	0.0256	3.128932866	0	3.492275061	0	0.0237	0.050966667	0.0003	0.004433333	0.0016	0.013966667
188	2.417725013	0	3.141968138	0.0004	3.293001302	0.0002	3.972471933	0.0008	3.12905337	0	3.512751936	0.002	0.0237	0.051033333	0.000333333	0.004466667	0.0016	0.002
189	2.418412598	0	3.141712537	0	3.304227572	0.0002	3.977344257	0.0006	3.12482896	0	3.520941139	0.0002	0.0237	0.051033333	0.000266667	0.004566667	0.001533333	0.001433333
190	2.41557816	0	3.133214036	0	3.289313335	0.0002	3.974170566	0.0002	3.112533432	0.0012	3.523337545	0	0.013533333	0.051033333	0.000166667	0.0046	0.0008	0.001433333
191	2.415297173	0	3.133333707	0	3.292362008	0.0006	3.994108096	0.007	3.10287065	0.0004	3.524265388	0.0004	0.013533333	0.000133333	0.000266667	0.005733333	0.000266667	0.001466667
192	2.414369459	0	3.129724602	0.0004	3.468719461	0.0006	3.986252214	0.0654	3.096473405	0.0006	3.526198513	0.0002	0.013533333	0.000166667	0.000333333	0.0166	0.000366667	0.000466667
193	2.411454445	0.0004	3.130376685	0.0004	3.560812741	0.2584	4.031269062	0.0016	3.091408345	0.0004	3.513975729	0.0066	6.66667E-05	0.0002	0.043366667	0.0126	0.000433333	0.001566667
194	2.415482822	0.055	3.129304885	0	3.589030993	0.0002	4.026529504	0	3.086746059	0.0012	3.518453242	0	0.009233333	0.000133333	0.043366667	0.012466667	0.000633333	0.001233333
195	2.415333734	0	3.128438389	0.0002	3.596209798	0.0002	4.034901947	0.0102	3.101727596	0.0038	3.521544612	0	0.009233333	0.000166667	0.043366667	0.014066667	0.001266667	0.0012
196	2.415180013	0	3.133274437	0	3.586370933	0	4.030245045	0.0002	3.103127208	0	3.59784882	0.0038	0.009233333	0.000166667	0.043333333	0.014066667	0.001066667	0.001833333
197	2.413682289	0	3.135220974	0.0262	3.898626822	0.1792	4.030516987	0.0154	3.11647705	0.0022	3.578096752	0.0002	0.009233333	0.004533333	0.0731	0.015466667	0.001366667	0.0018
198	2.412077046	0	3.140373972	0	3.899600172	0	4.027302381	0.0002	3.116494927	0	3.557717735	0	0.009233333	0.004466667	0.073	0.0046	0.001266667	0.001766667
199	2.391863392	0.0608	3.133941638	0	3.91112484	0	4.022735861	0.0002	3.120927313	0.0008	3.549651608	0	0.0193	0.0044	0.029933333	0.004366667	0.001333333	0.000666667
200	2.403227722	0	3.131917749	0.0002	3.921586623	0	4.016694867	0	3.114914757	0	3.528749638	0.0002	0.010133333	0.004433333	0.0299	0.004366667	0.001133333	0.0007
