Ntrain	Standard2	Symmetricmatern2	Matern2	Standard5	Symmetricmatern5	Matern5	Standard10	Symmetricmatern10	Matern10	Standard15	Symmetricmatern15	Matern15	Standard20	Symmetricmatern20	Matern20	Standard25	Symmetricmatern25	Matern25
123	3.284043476	2.093064616	1.016073017	4.38928596	4.065629995	3.825807826	5.330429993	3.825200679	4.477808005	6.220094909	5.146311505	5.704125703	5.802261224	5.18152333	5.77534407	6.034657358	5.57529317	5.741817771
124	3.221787936	2.093446432	1.013557841	4.386522557	3.95148973	3.806148409	5.333313857	3.765978951	4.41522598	6.242101975	5.154210067	5.671911592	5.810343168	5.153607947	5.701723224	6.236463199	5.557036049	5.765094607
125	3.149681958	2.071490509	1.014729604	4.426806154	4.004994852	3.786028165	5.217547772	3.743930338	4.395591031	6.163463207	5.200257607	5.688067235	5.823673475	5.105598098	5.683527633	5.971888065	5.524386517	5.705534536
126	3.150767085	2.070183114	1.014193488	4.324551819	3.983486703	3.711876849	5.231144832	3.767897855	4.387385873	6.321573501	5.193763247	5.682355294	5.964053359	5.081497488	5.691681757	5.951530029	5.484727164	5.762813756
127	3.196176179	2.07057796	1.013678032	4.364994022	3.968526691	3.699962169	5.179709816	3.759356773	4.361440243	6.327700849	5.166716209	5.720350858	5.987837231	5.058815576	5.727960369	6.089544494	5.370530201	5.72682396
128	3.189126754	2.070818742	1.008896667	4.399729645	3.9495589	3.698192465	5.174566765	3.74731779	4.358711213	6.43178193	5.165016823	5.70328115	5.93564612	5.080853472	5.666149628	5.989876657	5.404231877	5.723344421
129	3.210194216	2.030648265	1.007460542	4.396060022	3.940207824	3.696786796	5.17423207	3.732270408	4.358041175	6.521142381	5.129881752	5.661656588	5.930577353	5.09127764	5.660974829	5.972157045	5.389125795	5.710868697
130	3.251470312	2.029876421	1.005698476	4.324406829	3.933994521	3.66010715	5.232942976	3.731246296	4.344479785	6.810409541	5.100338874	5.662613545	5.884464354	5.076858612	5.606876062	6.114626102	5.378079499	5.669709364
131	3.223002844	2.025727222	1.006756614	4.378833246	3.916242615	3.662117265	5.155285715	3.753244074	4.333793738	6.632060581	5.100091562	5.633108756	5.973328638	5.075127706	5.61475202	6.115430432	5.363561709	5.623947884
132	3.207405991	2.02527702	0.993388367	4.333887877	3.916812583	3.657458123	5.057151676	3.765030193	4.3201047	6.488575922	5.115354942	5.554409326	5.90495393	5.031948877	5.613099196	6.183935667	5.359953661	5.607618962
133	3.207005646	2.023047718	0.98919359	4.332632249	3.918750479	3.655325866	5.046508389	3.740402996	4.288275935	6.617132806	5.283920705	5.558905889	5.911560166	5.110181865	5.579884714	6.174883601	5.376299875	5.609884636
134	3.213092734	2.026666199	0.984506791	4.417799513	3.972398472	3.584106071	5.120007306	3.745243739	4.267095031	6.597467203	5.287109877	5.549793579	5.911500841	5.114337565	5.570125849	6.260066533	5.374967255	5.613757724
135	3.217804705	2.023826596	0.982071159	4.517196372	3.972827744	3.536626216	5.138934025	3.746660312	4.248042799	6.582888186	5.272087111	5.528798564	6.16225708	5.162287779	5.587274166	6.19907905	5.384306882	5.60975977
136	3.217214351	2.023030674	0.976202757	4.521394689	3.977135395	3.529869593	5.084706037	3.816322334	4.239486058	6.596087705	5.319397018	5.490989317	6.041088095	5.144332077	5.588680168	6.606093502	5.379867561	5.671507563
137	3.224058027	2.023077759	0.978327617	4.463329937	3.966851326	3.47072014	5.095058351	3.771496191	4.178889051	6.571344656	5.321682822	5.441361852	6.186372125	5.121480157	5.549462159	6.655079648	5.389480678	5.675192962
138	3.208429317	2.02881778	0.975139708	4.520850666	3.965903409	3.472413991	5.118084908	3.777496793	4.183686053	6.63843654	5.298517988	5.456023311	6.127373407	5.1218148	5.559582098	6.584725076	5.408390478	5.67251004
139	3.297368394	2.032862631	0.973924238	4.55129217	3.982508511	3.451751455	5.115714467	3.785042172	4.234301678	6.668114264	5.30148785	5.356904556	6.273022849	5.11794089	5.519467497	6.582469905	5.412359236	5.694694973
140	3.307390817	2.031499941	0.972294214	4.525698079	3.983126359	3.4208567	5.135889097	3.782572063	4.228312603	6.574821677	5.326539985	5.355726666	6.236087255	5.098043568	5.474308784	6.696129195	5.427489092	5.690935734
141	3.310338815	2.033031239	0.971627151	4.576686687	3.978408609	3.400683981	5.13588979	3.772002908	4.194331045	6.590865389	5.395386146	5.338860069	6.327712742	5.082009674	5.474750853	6.687724769	5.425298787	5.704276537
142	3.348821145	2.032895208	0.967605443	4.445737533	3.972425304	3.405181096	5.141170502	3.753252186	4.156855298	6.532097317	5.380350559	5.361669247	6.336219008	5.075532712	5.452659245	6.76345869	5.416380294	5.640675456
143	3.311165515	2.007633246	0.966354559	4.495251983	3.927061112	3.396740435	5.16532011	3.735157481	4.183762232	6.491505049	5.39312755	5.378308478	6.347087999	5.105968664	5.334165269	6.563906082	5.618753976	5.643255213
144	3.316409571	2.00750446	0.964940914	4.54935981	3.948206733	3.387739588	5.201330005	3.696357494	4.17767397	6.518144891	5.408138604	5.336040768	6.26560669	5.019143184	5.35299292	6.537002897	5.608406967	5.612203394
145	3.297586482	2.016983673	0.962405587	4.510824151	3.909373653	3.386810659	5.225798447	3.724392278	4.181839483	6.525557998	5.420027861	5.3074227	6.172568925	5.054893409	5.320622276	6.367676707	5.598636479	5.58600972
146	3.295873055	2.015444851	0.961469477	4.501483897	3.888685418	3.376470903	5.282640984	3.694293549	4.129811577	6.36511173	5.416358626	5.422170898	6.225793226	5.064837155	5.329962662	6.369442412	5.601997913	5.613741556
147	3.285000589	2.019617242	0.960191093	4.598461994	3.888061	3.36078472	5.273024238	3.68979752	4.102909099	6.451410726	5.38430361	5.432835737	6.272432775	5.000408538	5.345124203	6.337575923	5.6088579	5.624961317
148	3.288791226	2.016994022	0.957017354	4.669703524	3.853717854	3.324903426	5.31965754	3.693637384	4.086792841	6.440510622	5.390757617	5.447838511	6.296185194	4.991115895	5.341728889	6.483162343	5.609706328	5.612092173
149	3.287026517	2.006129575	0.957842822	4.667661945	3.840488585	3.312567044	5.353074691	3.697604636	4.077545193	6.48664755	5.324408252	5.450406082	6.341335638	4.975721945	5.345638806	6.520052994	5.609754871	5.560604129
150	3.282848316	2.004895879	0.956757419	4.711263233	3.839680626	3.290977072	5.373837466	3.676088345	4.079370315	6.497841807	5.312855173	5.4284063	6.294031839	4.975090891	5.355004714	6.704793515	5.604667166	5.551347809
151	3.224949517	2.011359211	0.953457044	4.719398336	3.849459057	3.29119405	5.389174722	3.675497958	4.05466335	6.546727309	5.328651936	5.424608857	6.323281217	4.992228952	5.322115208	6.737306357	5.6018697	5.556810546
152	3.172076833	2.011090748	0.951102947	4.983344907	3.81007353	3.346289468	5.299029641	3.679105424	4.05855667	6.666849604	5.354185667	5.372103838	6.266563247	4.984623974	5.326400539	6.744477768	5.587874315	5.517620572
153	3.04899655	2.011432735	0.952539351	4.836539518	3.832905958	3.344287367	5.166599936	3.665916066	4.148479705	6.739863328	5.375781814	5.36846908	6.228033358	5.015786802	5.299222431	6.742506953	5.566547828	5.5073902
154	2.993207033	2.013712996	0.953048209	4.809048229	3.830533443	3.304925836	5.178214231	3.654723315	4.146264189	6.745637701	5.469707492	5.337734505	6.203977611	5.001276607	5.271471145	6.749197996	5.56271855	5.504543352
155	2.984881167	2.012887371	0.94854056	4.822041416	3.847081638	3.297538998	5.185580992	3.656372702	4.12103001	6.674145426	5.435995032	5.335132008	6.333963236	5.03061524	5.264318948	6.747831572	5.598165223	5.492707572
156	2.985787409	2.012510203	0.947768233	4.900634007	3.875998041	3.289485271	5.192095263	3.636071102	4.105813241	6.697493067	5.329069927	5.284247926	6.426024108	5.041534539	5.243653434	6.746715558	5.587824432	5.465589695
157	2.976113301	2.01181826	0.947282009	4.920840322	3.866252211	3.270471248	5.162167251	3.635581415	4.098000672	6.751547681	5.335877016	5.25806172	6.298407398	5.028917649	5.1993471	6.785998273	5.585182002	5.454570043
158	2.966736115	2.001703155	0.946259455	4.905487322	3.849240885	3.262756818	5.203065552	3.683743344	4.100103272	6.673816247	5.363352625	5.247645235	6.203285639	5.001955542	5.194495145	6.748599966	5.594336192	5.440194891
159	2.932129126	2.000159951	0.948805889	4.908841133	3.827618745	3.236260744	5.210632972	3.717141521	3.98448617	6.780118103	5.338298238	5.237637597	6.317179739	5.034452723	5.199708833	6.813555179	5.553011448	5.39497317
160	2.914742945	1.997234919	0.948591402	4.822772424	3.804139143	3.229146008	5.214435808	3.715289371	3.966285123	6.78751038	5.358620392	5.241948025	6.292046817	5.042442303	5.154014956	6.882216599	5.540166845	5.386301816
161	2.926555715	1.99408176	0.948045912	4.826396387	3.809119659	3.208021137	5.233677588	3.733115163	4.059078776	6.91147791	5.378336024	5.219277365	6.347559681	5.001904466	5.125903184	6.91572374	5.601290651	5.381484949
162	2.921357664	2.032018364	0.945757114	4.952188817	3.853063074	3.175937617	5.223272001	3.725210889	4.049261539	6.87150305	5.343681078	5.238836089	6.352796446	4.984415028	5.093648243	6.958970373	5.60815348	5.347695041
163	2.957120712	2.024479017	0.946336427	4.829702284	3.845913034	3.170122608	5.173987033	3.709663896	4.037775545	7.096019085	5.343775235	5.190372376	6.387151361	5.006177051	5.0984911	7.184578343	5.628757502	5.336625531
164	2.936778395	2.026772047	0.946883303	4.767683305	3.79288858	3.1607676	5.191787627	3.685740034	4.042767314	6.976061115	5.33739331	5.180094852	6.29747553	5.014706484	5.065424056	7.459914086	5.657127831	5.306046389
165	2.945373703	2.029802122	0.942990727	4.809532362	3.785452545	3.159293602	5.151555699	3.697220221	4.039209993	6.988092988	5.361311804	5.17882997	6.359198451	5.001085868	5.038381119	7.599507307	5.642328171	5.283484819
166	2.933123866	2.023677554	0.940007536	4.847056222	3.788837616	3.156499965	5.113218179	3.69650044	4.042260186	7.025576348	5.551426888	5.174135429	6.339837683	4.981733042	5.029806683	7.565694871	5.673794814	5.29519466
167	2.944805212	2.020664758	0.937051695	4.731947802	3.860019559	3.124893232	5.082726661	3.695061678	4.033508211	6.887120576	5.571849705	5.169444595	6.423189929	4.964216025	5.013256842	7.492745878	5.526347948	5.289014502
168	2.915193303	2.015704108	0.937016401	4.735593041	3.863975778	3.121730294	5.00703219	3.724543557	4.034928145	6.899429615	5.591796032	5.183195431	6.365703744	4.959237321	5.004462217	7.522185895	5.539501073	5.369203865
169	2.899193453	2.038053689	0.936332074	4.665906055	3.823949575	3.105292028	5.076318768	3.715876356	4.03661386	6.938531765	5.59631918	5.124099676	6.516447079	4.959638881	5.00353665	7.741478853	5.565133569	5.398348433
170	2.888325994	2.041805273	0.936685997	4.714149351	3.823049284	3.102123942	5.101030165	3.746731367	4.032592388	7.095314768	5.459709821	5.088855784	6.435598482	4.945927468	5.028738013	7.735570431	5.565374077	5.394928044
171	2.88953619	2.069834822	0.934418246	4.753049559	3.823701595	3.134464907	5.097469123	3.744747439	4.023185918	7.115578491	5.384684127	5.110002281	6.528148631	4.945791383	5.008341066	7.696426326	5.5636191	5.413159096
172	2.885307891	2.074436877	0.928631285	4.906180628	3.839816585	3.116018097	5.082854848	3.736020527	4.020638664	6.839929927	5.394778567	5.101232626	6.52097214	4.936529291	5.01511563	7.690496014	5.631184697	5.379441192
173	2.908200472	2.095187993	0.928389418	4.90184039	3.841048076	3.110959225	5.078866092	3.737335519	4.042408346	6.874603484	5.558518475	5.082745702	6.511651663	4.922996297	4.990943503	7.705454109	5.634738393	5.512221877
174	2.899211893	2.079667832	0.921411713	4.944080802	3.81051079	3.097096158	5.08863447	3.771370477	4.043974668	7.215940961	5.534434021	5.038840867	6.565162066	4.921725642	4.98307681	7.737464147	5.620091574	5.554053912
175	2.922070163	2.087996772	0.921130936	4.990416981	3.799198869	3.086043652	4.99908854	3.778927604	4.040697571	7.308741939	5.72008953	5.013328582	6.610889224	4.934755419	4.979775366	7.81771697	5.618171576	5.535935682
176	2.851917564	2.08684193	0.921537092	4.996424029	3.813198989	3.072041606	4.973260512	3.792279278	4.046746618	7.31092717	5.759452762	5.011188515	6.573728602	4.909600939	4.957258407	7.786030223	5.636215773	5.510193728
177	2.879647392	2.088559776	0.920933118	4.924773195	3.807890207	3.046365173	5.062530972	3.79144748	4.046391925	7.028149785	5.404715392	5.013571884	6.564886982	4.909807504	4.955168475	7.747559121	5.718733402	5.48720682
178	2.88203035	2.086742025	0.918871252	4.911492105	3.811978824	3.048745241	5.015486676	3.760122053	4.053109173	7.00688533	5.416683507	4.964023427	6.546299947	4.91083718	4.952642384	7.662641984	5.740076544	5.459001976
179	2.878794429	2.083951457	0.917670271	4.902657126	3.828585022	3.043754786	5.066455401	3.797292827	4.052681955	7.030886363	5.411150682	4.970667712	6.577589777	4.9078997	4.930559619	7.666368376	5.758841551	5.448003575
180	2.899706767	2.085296513	0.917310062	5.05430824	3.820737344	3.041014161	5.028279961	3.792439467	4.037488739	7.022443703	5.418216557	4.95804646	6.584204942	4.908212557	4.960867054	7.611366571	5.761927772	5.4056379
181	2.901923653	2.086392081	0.91386278	5.030782999	3.829862458	3.02292115	5.065964962	3.770278912	4.000969661	7.133872051	5.445055865	4.925025831	6.597639997	4.888704597	5.004500163	7.623602406	5.759101274	5.444564176
182	2.872926729	2.103073305	0.914889536	5.071961269	3.843120146	3.00456647	5.135609026	3.765827838	4.00523759	7.171958093	5.465114415	4.916194293	6.605786036	5.006962919	4.954371972	7.564147551	5.773634603	5.475394925
183	2.782368776	2.103490768	0.914003973	5.026737019	3.840731855	3.006972345	5.100997074	3.770060979	4.01918704	7.257161238	5.437888689	4.921396306	6.689624318	5.023540976	4.953773665	7.593197006	5.780434467	5.460697637
184	2.714624628	2.105478053	0.912674454	5.28538247	3.784632681	3.008697707	5.154922932	3.750057176	4.02183347	7.230595224	5.424181272	4.850134787	6.691509551	5.16076655	5.008527332	7.593904825	5.789447682	5.452793484
185	2.753059712	2.107766903	0.91245597	5.260766207	3.780974869	3.022552511	5.195107441	3.748658584	4.006625712	7.217356473	5.440733202	5.003132876	6.662866872	5.137636559	5.010315169	7.567225942	5.781473635	5.443603862
186	2.786171767	2.11740177	0.911334347	5.243311196	3.825828667	3.018958262	5.226112451	3.727262221	4.000188336	7.254641998	5.434177811	4.99351532	6.628144708	5.171068349	4.99646545	7.600093915	5.874659514	5.420602097
187	2.830525263	2.143585639	0.910672827	5.283430533	3.828515375	3.013763161	5.232151078	3.753584115	3.995799471	7.328401887	5.424741115	4.892066441	6.614569116	5.178027324	4.993732974	7.74776718	5.874715266	5.416031227
188	2.847209993	2.145469263	0.910315503	5.293553173	3.865529857	3.018267686	5.212559838	3.739852969	4.003890335	7.372962198	5.439493182	4.907553431	6.641304141	5.19640501	4.956332648	7.748336992	5.879861935	5.406057123
189	2.818225191	2.146346329	0.909954239	5.301306255	3.85616701	3.016570764	5.370447408	3.741207984	4.014574926	7.302641883	5.408186276	4.913359633	6.639625506	5.195765421	4.955472056	7.727816315	5.887497298	5.414284063
190	2.815808706	2.151914225	0.910917021	5.271759865	3.863855029	3.02146788	5.384844468	3.742414248	4.009182168	7.232968621	5.374615988	4.955999571	6.583251597	5.223820824	4.936541772	7.725002001	5.85598015	5.414689756
191	2.801341369	2.152199895	0.91084789	5.067358296	3.862057483	3.017117847	5.430321869	3.745291238	4.016309395	7.079909853	5.404910236	5.002230433	6.610185259	5.215517969	4.929995343	7.666043867	5.856361447	5.411640534
192	2.829733515	2.151635712	0.911168989	4.975982669	3.858284144	3.011051636	5.444254701	3.738171009	3.995508609	7.106187505	5.404115082	4.96857751	6.594465207	5.214332607	4.922345943	7.632873488	5.858476937	5.411807727
193	2.861658331	2.135854622	0.910591137	5.002753951	3.85997248	3.007440192	5.460816162	3.755513253	3.999262732	7.173664789	5.412020131	4.962981881	6.524923487	5.21154127	4.89598465	7.629542056	5.880953555	5.417106741
194	2.838336188	2.152267042	0.911890411	5.010296546	3.85710186	3.000332841	5.49415069	3.804307922	3.992341407	7.123364176	5.427206851	5.006423851	6.517413217	5.184510016	4.903121662	7.640264141	5.86551371	5.417180884
195	2.824092896	2.147981041	0.911519047	5.189743283	3.859226786	2.991478895	5.646473175	3.784501792	3.989126838	7.332845178	5.42555061	5.095353881	6.644613169	5.206001182	4.914213229	7.651722696	5.873959752	5.400564932
196	2.812447626	2.144897385	0.91034604	5.158032284	3.868858	2.983368628	5.708259297	3.787799183	3.972408124	7.2373482	5.429845531	5.104324897	6.59932316	5.203494774	4.908819097	7.499668828	5.880824086	5.451736983
197	2.81208994	2.149040294	0.911960985	5.199512604	3.857209949	2.978652056	5.698950322	3.804950385	3.965883125	7.370100323	5.419371525	5.10972503	6.674762572	5.192599342	4.899762547	7.598682722	5.882817895	5.457207356
198	2.8334605	2.157109867	0.910086267	5.212160482	3.871921076	2.973518323	5.657256693	3.835061218	4.013192495	7.267853441	5.426756617	5.226186333	6.631836437	5.202382514	4.873090315	7.580493506	5.878674351	5.436378538
199	2.837669955	2.151534046	0.906764994	5.209140254	3.866711647	2.964108091	5.77542601	3.863150511	4.013565192	7.117106318	5.414652184	5.274040679	6.694128697	5.274069661	4.864696037	7.532533373	5.890828529	5.421712055
200	2.837669955	2.151534046	0.906764994	5.209140254	3.866711647	2.964108091	5.77542601	3.863150511	4.013565192	7.117106318	5.414652184	5.274040679	6.694128697	5.274069661	4.864696037	7.532533373	5.890828529	5.421712055
